,,TOOL STORE STOCK INVENTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,,5293,,,,,,,,,,11/01/2024,,,,12/01/2024,,,,01/01/2025,,,,02/01/2025,,,,03/01/2025,,,,04/01/2025,,,,05/01/2025,,,,06/01/2025,,,,07/01/2025,,,,08/01/2025,,,,09/01/2025,,,,10/01/2025,,,,11/01/2025,,,,12/01/2025,,,,01/01/2026,,,,02/01/2026,,,,,03/01/2026,,,
,S.No.,"M/C 
Name","Part
Size","Pitch
(mm)",Wire Dia,Part Name,,,,,,,,,,,,,,,,,,STN,Tool Family Code,Tool Description,Tool Code,Marking,A/F,"Length
(mm) ",I/D (mm),,O/D (mm),,"Carbide Dia
(mm)","Pointing Length 
(mm)",,"Depth
(mm)","Tool
Mtrl.",Assumed Life,Actual Life,Rng Stock,"Location 
(RaN-RoN-BN)",Spare Stock,"Location 
(RaN-RoN-BN)",Min. Qty.,Max. Qty.,Total Prod. Plan Qty.,Forgb. Qty.,Reqd. Qty.,Last Physical Stock Checked On,Remarks,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock
,,,,,,HHB,HHS,SHCB,SHCS,HFB,HFS,FLG,SHFS,SHFB,TRXS,AXB,BHCS,DDB,SQB,THS,NIB,PINS,SSS,,,,,,,,FRONT,BACK,FRONT,BACK,,FRONT,BACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64S,M5,0.8,4.3,,a,,,,,,,,,,,,,,,,,4,044,K.O. Pin,,,,125,,,,,,,,,M2,,,1,,0,TSL-A-11,5,15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,a,,,,,,,,,,,,,,,,,1,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,a,,,,,,,,,,,,,,,,,2,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,a,,,,,,,,,,,,,,,,,3,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,a,,,,,,,,,,,,,,,,,4,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,1,044,K.O. Pin,,,,125,,,,,,,,,M2,,,1,,0,TSL-A-11,5,15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,2,044,K.O. Pin,,,,125,,,,,,,,,M2,,,1,,0,TSL-A-11,5,15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,3,044,K.O. Pin,,,,125,,,,,,,,,M2,,,1,,0,TSL-A-11,5,15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,4,044,K.O. Pin,,,,125,,,,,,,,,M2,,,1,,0,TSL-A-11,5,15,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,1,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,2,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,3,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,4.3,,,a,a,,,,,,,,,,,,,,,4,045,K.O. Pin Head,,,,,,,,,,,,,,,,1,,0,TSL-A-11,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,1,044,K.O. Pin,T.01.0.044.005/00,,,125,,,5.75,,,,,,M2,,,1,,24,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,13,0,4,9,9,0,0,9,9,0,3,6,6,0,2,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,20,0,24,,24,0,0,24
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,2,044,K.O. Pin,T.01.0.044.006/00,,,125,,,4.15,,,,,,M2,,,1,,0,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,3,044,K.O. Pin,T.01.0.044.007/00,,,125,,,5.2,,,,,,M2,,,1,,20,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,8,0,6,2,2,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,,20,0,0,20
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,4,044,K.O. Pin,T.01.0.044.008/00,,,125,,,5.85,,,,,,M2,,,1,,13,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,15,0,0,15,15,0,0,15,15,0,1,14,14,0,1,13,13,0,0,13,13,0,0,13,13,0,0,13,13,0,0,13,13,0,0,13,13,0,0,13,13,0,0,13,13,0,0,13,13,0,0,13,13,0,0,13,,13,0,0,13
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,1,045,K.O. Pin Head,T.01.0.045.005/00,,,15,,,16,,,,,,,,,1,,5,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,6,0,1,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,0,5
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,2,045,K.O. Pin Head,T.01.0.045.006/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,3,045,K.O. Pin Head,T.01.0.045.007/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,4,045,K.O. Pin Head,T.01.0.045.008/00,,,15,,,16,,,,,,,,,1,,6,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,64S,M6,1,,,a,,,,,,,,,,,,,,,,,1,044,K.O. Pin,T.01.0.044.001/00,,,125,,,4.15,,,,,,M2,,,1,,0,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,a,,,,,,,,,,,,,,,,,2,044,K.O. Pin,T.01.0.044.002/00,,,125,,,5.18,,,,,,M2,,,1,,9,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,11,0,1,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,1,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,,9,0,0,9
,,64S,M6,1,,,a,a,a,,,,,,,,,,,,,,,3,044,K.O. Pin,T.01.0.044.003/00,,,125,,,4.15,,,,,,M2,,,1,,20,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,,20,0,0,20
,,64S,M6,1,,,a,,a,,,,,,,,,,,,,,,4,044,K.O. Pin,T.01.0.044.004/00,,,125,,,5.26,,,,,,M2,,,1,,7,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,1,8,8,0,0,8,8,0,0,8,8,0,1,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,,7,0,0,7
,,64S,M6,1,,,a,,,,,,,,,,,,,,,,,1,045,K.O. Pin Head,T.01.0.045.001/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,a,,,,,,,,,,,,,,,,,2,045,K.O. Pin Head,T.01.0.045.002/00,,,15,,,16,,,,,,,,,1,,10,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,,10,0,0,10
,,64S,M6,1,,,a,a,a,,,,,,,,,,,,,,,3,045,K.O. Pin Head,T.01.0.045.003/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,a,,a,,,,,,,,,,,,,,,4,045,K.O. Pin Head,T.01.0.045.004/00,,,15,,,16,,,,,,,,,1,,2,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,64S,M6,1,,,,a,,,,,,,,,,,,,,,,1,044,K.O. Pin,T.01.0.044.011/00,,,125,,,5.7,,,,,,,,,1,,0,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,a,,,,,,,,,,,,,,,,2,044,K.O. Pin,T.01.0.044.005/00,,,125,,,5.75,,,,,,,,,1,,0,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,a,,,,,,,,,,,,,,,,4,044,K.O. Pin,T.01.0.044.010/00,,,125,,,5.2,,,,,,,,,1,,0,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,a,,,,,,,,,,,,,,,,1,045,K.O. Pin Head,T.01.0.045.011/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,a,,,,,,,,,,,,,,,,2,045,K.O. Pin Head,T.01.0.045.005/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,a,,,,,,,,,,,,,,,,4,045,K.O. Pin Head,T.01.0.045.010/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,,a,,,,,,,,,,,,,,,1,044,K.O. Pin,T.01.0.044.009/00,,,125,,,5.16,,,,,,M2,,,1,,8,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,14,0,4,10,10,0,0,10,10,0,1,9,9,0,1,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,,8,0,0,8
,,64S,M6,1,,,,,a,,,,,,,,,,,,,,,2,044,K.O. Pin,T.01.0.044.010/00,,,125,,,5.2,,,,,,M2,,,1,,10,TSL-A-11,5,15,,,,05/06/2025,,,,,,,,,,,13,0,2,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,1,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,,10,0,0,10
,,64S,M6,1,,,,,a,,,,,,,,,,,,,,,1,045,K.O. Pin Head,T.01.0.045.009/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,,a,,,,,,,,,,,,,,,2,045,K.O. Pin Head,T.01.0.045.010/00,,,15,,,16,,,,,,,,,1,,0,TSL-A-11,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,,,,,,,,,,,,,a,,,a,,1,044,K.O. Pin,T.02.0.044.004/00,,,135,,,7.75,,,,,,M2,,,1,,0,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,,,,,,,,,,,,,a,,,,,2,044,K.O. Pin,T.02.0.044.005/00,,,135,,,5.65,,,,,,M2,,,1,,20,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,,20,0,0,20
,,84S,M8,1.25,,a,,,,,,,,,,,,,,,,,,3,044,K.O. Pin,T.02.0.044.006/00,,,135,,,6.99,,,,,,M2,,,1,,0,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,,,,,,,,,,,,,a,,,,,4,044,K.O. Pin,T.02.0.044.007/00,,,135,,,7.85,,,,,,M2,,,1,,0,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,,,,,,,,,,,,,a,,,a,,1,045,K.O. Pin Head,T.02.0.045.004/00,,,15,7.75,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,,,,,,,,,,,,,a,,,,,2,045,K.O. Pin Head,T.02.0.045.005/00,,,15,5.65,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,,,,,,,,,,,,,,,,,,3,045,K.O. Pin Head,T.02.0.045.006/00,,,15,6.99,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,,,,,,,,,,,,,a,,,,,4,045,K.O. Pin Head,T.02.0.045.007/00,,,15,7.85,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,1,044,K.O. Pin,T.02.0.044.001/00,,,135,,,5.65,,,,,,M2,,,1,,10,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,,10,0,0,10
,,84S,M8,1.25,,,a,,,,,,,,,,,,a,,,,,2,044,K.O. Pin,T.02.0.044.002/00,,,135,,,6.99,,,,,,M2,,,1,,0,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,3,044,K.O. Pin,T.02.0.044.001/00,,,135,,,5.65,,,,,,M2,,,1,,9,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,1,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,,9,0,0,9
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,4,044,K.O. Pin,T.02.0.044.003/00,,,135,,,7.1,,,,,,M2,,,1,,0,TSL-A-12,5,15,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,1,045,K.O. Pin Head,T.02.0.045.001/00,,,15,,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,a,,,,,,,,,,,,a,,,,,2,045,K.O. Pin Head,T.02.0.045.002/00,,,15,,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,3,045,K.O. Pin Head,T.02.0.045.001/00,,,15,,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,4,045,K.O. Pin Head,T.02.0.045.003/00,,,15,,,16.5,,,,,,,,,1,,0,TSL-A-12,5,10,,,,05/06/2025,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
