,,TOOL STORE STOCK INVENTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,,5293,,,,,,,,,,11/01/2024,,,,12/01/2024,,,,01/01/2025,,,,02/01/2025,,,,03/01/2025,,,,04/01/2025,,,,05/01/2025,,,,06/01/2025,,,,07/01/2025,,,,08/01/2025,,,,09/01/2025,,,,10/01/2025,,,,11/01/2025,,,,12/01/2025,,,,01/01/2026,,,,02/01/2026,,,,,03/01/2026,,,
,S.No.,"M/C 
Name","Part
Size","Pitch
(mm)",Wire Dia,Part Name,,,,,,,,,,,,,,,,,,STN,Tool Family Code,Tool Description,Tool Code,Marking,A/F,"Length
(mm) ",I/D (mm),,O/D (mm),,"Carbide Dia
(mm)","Pointing Length 
(mm)",,"Depth
(mm)","Tool
Mtrl.",Assumed Life,Actual Life,Rng Stock,"Location 
(RaN-RoN-BN)",Spare Stock,"Location 
(RaN-RoN-BN)",Min. Qty.,Max. Qty.,Total Prod. Plan Qty.,Forgb. Qty.,Reqd. Qty.,Last Physical Stock Checked On,Remarks,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock
,,,,,,HHB,HHS,SHCB,SHCS,HFB,HFS,FLG,SHFS,SHFB,TRXS,AXB,BHCS,DDB,SQB,THS,NIB,PINS,SSS,,,,,,,,FRONT,BACK,FRONT,BACK,,FRONT,BACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6L4S,M10,1.5,8.75,a,a,a,a,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.03.0.077.002/01,L.H.,M,65,8.75,,11,,,,,,,,,1,,46,TSL-B-05,10,30,,,,01/09/2026,,,5,0,2,3,3,0,3,0,0,0,0,0,0,25,4,21,21,0,1,20,20,40,3,57,57,0,2,55,55,0,2,53,53,0,0,53,53,0,2,51,51,0,2,49,49,0,1,48,48,0,0,48,48,0,2,46,46,0,0,46,46,0,0,46,,46,0,0,46
,,6L4S,M10,1.5,8.75,a,a,a,a,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.03.0.078.011/01,R.H.,S,65,8.75,,8,,,,,,,,,1,,46,TSL-B-05,10,30,,,,01/09/2026,,,42,0,4,38,38,0,1,37,7,0,7,0,0,25,2,23,23,0,0,23,23,39,0,62,62,0,4,58,58,0,3,55,55,0,0,55,55,0,2,53,53,0,0,53,53,0,0,53,53,0,2,51,51,0,1,50,50,0,0,50,50,0,4,46,,46,0,0,46
,,6L4S,M10,1.5,8.75,a,a,a,a,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.03.0.077.011/01,L.H.,S,65,8.75,,8,,,,,,,,,1,,46,TSL-B-05,10,30,,,,01/09/2026,,,12,0,4,8,8,0,1,7,7,0,7,0,0,25,2,23,23,0,0,23,23,39,0,62,62,0,4,58,58,0,3,55,55,0,0,55,55,0,2,53,53,0,0,53,53,0,0,53,53,0,2,51,51,0,1,50,50,0,0,50,50,0,4,46,,46,0,0,46
,,164S,M10,1.25,13.65,,,,,,,a,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.1.078.032/01,R.H.,S,76,9.1,,,,,,,,,30000,,1,,71,TSL-B-09,10,30,200000,0,#DIV/0!,01/09/2026,,,89,0,0,89,89,0,2,87,87,0,4,83,83,0,3,80,80,0,5,75,75,0,0,75,75,0,2,73,73,0,2,71,71,0,0,71,71,0,0,71,71,0,0,71,71,0,0,71,71,0,0,71,71,0,0,71,71,0,0,71,71,0,0,71,,71,0,0,71
,,164S,M10,1.25,13.65,,,,,,,a,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.1.077.030/01,L.H.,S,76,9.1,,,,,,,,,30000,,1,,148,TSL-B-09,10,30,200000,0,#DIV/0!,01/09/2026,,,177,0,2,175,175,0,0,175,175,0,4,171,171,0,3,168,168,0,5,163,163,0,0,163,163,0,2,161,161,0,2,159,159,0,0,159,159,0,5,154,154,0,6,148,148,0,0,148,148,0,0,148,148,0,0,148,148,0,0,148,148,0,0,148,,148,0,0,148
,,164S,M12,"1.5, 1.75",11.65,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.001/00,R.H.,L,76,11.45,,35,,,,,,,,,1,,0,TSL-B-05,10,30,,,,01/09/2026,,,49,0,0,49,49,0,0,49,49,0,3,46,46,0,0,46,46,0,0,46,46,0,0,46,46,0,5,41,41,0,0,41,41,0,0,41,41,0,0,41,41,0,2,39,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,"1.5, 1.75",11.65,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.001/00,L.H.,L,76,11.45,,35,,,,,,,,,1,,0,TSL-B-05,10,30,,,,01/09/2026,,,36,0,2,34,34,0,6,28,28,0,10,18,18,0,8,10,10,0,5,5,5,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,"1.5, 1.75",11.65,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.004/00,R.H.,M,76,11.45,,20,,,,,,,,,1,,15,TSL-B-05,10,30,,,,01/09/2026,,,77,0,1,76,76,0,9,67,67,0,3,64,64,0,0,64,64,0,20,44,44,0,4,40,40,0,10,30,30,0,4,26,26,0,0,26,26,0,0,26,26,0,3,23,23,0,0,23,23,0,4,19,19,0,4,15,15,0,0,15,15,0,0,15,,15,0,0,15
,,164S,M12,"1.5, 1.75",11.65,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.004/00,L.H.,M,76,11.45,,20,,,,,,,,,1,,0,TSL-B-05,10,30,,,,01/09/2026,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,"1.5, 1.75",11.65,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.007/00,R.H.,S,76,11.45,,12,,,,,,,,,1,,25,TSL-B-05,10,30,,,,01/09/2026,March 10 No.'s m to S rework,,12,0,3,9,9,0,4,5,5,0,0,5,5,0,2,3,3,10,8,5,5,0,5,0,0,0,0,0,0,0,0,0,0,10,1,9,9,0,0,9,9,0,2,7,7,0,1,6,6,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,,0,25,0,25
,,164S,M12,"1.5, 1.75",11.65,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.007/00,L.H.,S,76,11.45,,12,,,,,,,,,1,,25,TSL-B-05,10,30,,,,01/09/2026,March 10 No.'s m to S rework,,12,0,3,9,9,0,4,5,5,0,0,5,5,0,2,3,3,10,8,5,5,0,5,0,0,0,0,0,0,0,0,0,0,10,1,9,9,0,0,9,9,0,2,7,7,0,1,6,6,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,,0,25,0,25
,,164S,M14,"1.5, 2",13.65,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.002/02,R.H.,L,76,13.45,,35,,,,,,,,,1,,56,TSL-B-06,10,30,,,,01/09/2026,,,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,0,58,58,0,2,56,56,0,0,56,56,0,0,56,,56,0,0,56
,,164S,M14,"1.5, 2",13.65,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.002/02,L.H.,L,76,13.45,,35,,,,,,,,,1,,0,TSL-B-06,10,30,,,,01/09/2026,,,41,0,2,39,39,0,4,35,35,0,6,29,29,0,8,21,21,0,5,16,16,0,5,11,11,0,5,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,2,4,4,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,"M14, M10","1.5, 2",13.65,a,a,,,,,a,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.005/02,R.H.,M,76,13.45,,20,,,,,,,,,1,,58,TSL-B-06,10,30,,,,01/09/2026,,,71,0,0,71,71,0,0,71,71,0,0,71,71,0,0,71,71,0,2,69,69,0,0,69,69,0,1,68,68,0,0,68,68,0,2,66,66,0,0,66,66,0,0,66,66,0,0,66,66,0,2,64,64,0,2,62,62,0,0,62,62,0,4,58,,58,0,0,58
,,164S,"M14, M10","1.5, 2",13.65,a,a,,,,,a,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.005/02,L.H.,M,76,13.45,,20,,,,,,,,,1,,0,TSL-B-06,10,30,,,,01/09/2026,,,23,0,4,19,19,0,6,13,13,0,8,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,"M14, M10","1.5, 2",13.65,a,a,,,,,a,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.008/02,R.H.,S,76,13.45,,12,,,,,,,,,1,,25,TSL-B-06,10,30,,,,01/09/2026,,,28,0,4,24,24,0,5,19,19,0,5,14,14,0,6,8,8,0,4,4,4,0,2,2,2,0,2,0,0,0,0,0,0,10,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,5,5,5,0,5,0,0,0,0,0,0,0,0,0,,0,25,0,25
,,164S,"M14, M10","1.5, 2",13.65,a,a,,,,,a,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.008/02,L.H.,S,76,13.45,,12,,,,,,,,,1,,25,TSL-B-06,10,30,,,,01/09/2026,,,28,0,4,24,24,0,5,19,19,0,5,14,14,0,6,8,8,0,4,4,4,0,2,2,2,0,2,0,0,0,0,0,0,10,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,5,5,5,0,5,0,0,0,0,0,0,0,0,0,,0,25,0,25
,,164S,M16,1.5,,,,,,,,a,,,,,,,,,,,,Cut Off,078,Transfer Fingers,,R.H.,S,76,14.5,,,,,,,,,,,1,,25,TSL-B-06,10,30,,,,01/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,1,29,29,0,0,29,29,0,2,27,27,0,2,25,25,0,0,25,25,0,0,25,,25,0,0,25
,,164S,M16,1.25,,,,,,,,a,,,,,,,,,,,,Cut Off,077,Transfer Fingers,,L.H.,S,76,14.5,,,,,,,,,,,1,,25,TSL-B-06,10,30,,,,01/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,1,29,29,0,0,29,29,0,2,27,27,0,2,25,25,0,0,25,25,0,0,25,,25,0,0,25
,,164S,M16,"1.5, 2",15.45,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.003/02,R.H.,L,76,15.45,,35,,,,,,,,,1,,51,TSL-B-06,10,30,,,,01/09/2026,,,56,0,0,56,56,0,1,55,55,0,1,54,54,0,0,54,54,0,2,52,52,0,0,52,52,0,0,52,52,0,0,52,52,0,0,52,52,0,0,52,52,0,0,52,52,0,0,52,52,0,0,52,52,0,1,51,51,0,0,51,51,0,0,51,,51,0,0,51
`,,164S,M16,"1.5, 2",15.45,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.003/02,L.H.,L,76,15.45,,35,,,,,,,,,1,,0,TSL-B-06,10,30,,,,01/09/2026,,,50,0,2,48,48,0,2,46,46,0,4,42,42,0,3,39,39,0,5,34,34,0,4,30,30,0,10,20,20,0,5,15,15,0,5,10,10,0,2,8,8,0,4,4,4,0,0,4,4,0,1,3,3,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M16,"1.5, 2",15.45,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.006/02,R.H.,M,76,15.45,,20,,,,,,,,,1,,68,TSL-B-06,10,30,,,,01/09/2026,,,77,0,1,76,76,0,0,76,76,0,0,76,76,0,0,76,76,0,1,75,75,0,1,74,74,0,0,74,74,0,0,74,74,0,0,74,74,0,0,74,74,0,0,74,74,0,0,74,74,0,3,71,71,0,3,68,68,0,0,68,68,0,0,68,,68,0,0,68
,,164S,M16,"1.5, 2",15.45,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.006/02,L.H.,M,76,15.45,,20,,,,,,,,,1,,0,TSL-B-06,10,30,,,,01/09/2026,,,72,0,8,64,64,0,10,54,54,0,6,48,48,0,6,42,42,0,6,36,36,0,1,35,35,0,0,35,35,0,0,35,35,0,0,35,35,0,4,31,31,0,6,25,25,0,0,25,25,0,10,15,15,0,15,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M16,"1.5, 2",15.45,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.04.0.078.009/02,R.H.,S,76,15.45,,12,,,,,,,,,1,,43,TSL-B-06,10,30,,,,01/09/2026,,,60,0,1,59,59,0,2,57,57,0,2,55,55,0,3,52,52,0,1,51,51,0,0,51,51,0,0,51,51,0,1,50,50,0,1,49,49,0,0,49,49,0,0,49,49,0,0,49,49,0,2,47,47,0,4,43,43,0,0,43,43,0,0,43,,43,0,0,43
,,164S,M16,"1.5, 2",15.45,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.04.0.077.009/02,L.H.,S,76,15.45,,12,,,,,,,,,1,,43,TSL-B-06,10,30,,,,01/09/2026,,,60,0,1,59,59,0,2,57,57,0,2,55,55,0,3,52,52,0,1,51,51,0,0,51,51,0,0,51,51,0,1,50,50,0,1,49,49,0,0,49,49,0,0,49,49,0,0,49,49,0,2,47,47,0,4,43,43,0,0,43,43,0,0,43,,43,0,0,43
,,254LL,M18,2.5,16.3,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.020/00,R.H.,L,114,16.3,,,,,,,,,,,1,,6,TSL-B-15,5,20,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,254LL,M18,2.5,16.3,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.020/00,L.H.,L,114,16.3,,,,,,,,,,,1,,8,TSL-B-15,5,20,,,,,,,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,,8,0,0,8
,,254LL,M18,2.5,16.3,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.022/00,R.H.,M,114,16.3,,,,,,,,,,,1,,6,TSL-B-15,5,20,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,254LL,M18,2.5,16.3,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.022/00,L.H.,M,114,16.3,,,,,,,,,,,1,,6,TSL-B-15,5,20,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,254LL,M18,2.5,16.3,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.024/00,R.H.,S,114,16.3,,,,,,,,,,,1,,6,TSL-B-15,5,20,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,254LL,M18,2.5,16.3,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.024/00,L.H.,S,114,16.3,,,,,,,,,,,1,,6,TSL-B-15,5,20,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,254LL,M18,2.5,17.8,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.019/00,R.H.,L,114,17.8,,,,,,,,,,,1,,9,TSL-B-15,5,20,,,,,,,11,0,2,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,,9,0,0,9
,,254LL,M18,2.5,17.8,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.019/00,L.H.,L,114,17.8,,,,,,,,,,,1,,4,TSL-B-15,5,20,,,,,,,6,0,2,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,,4,0,0,4
,,254LL,M18,2.5,17.8,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.021/00,R.H.,M,114,17.8,,,,,,,,,,,1,,5,TSL-B-15,5,20,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,0,5
,,254LL,M18,2.5,17.8,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.021/00,L.H.,M,114,17.8,,,,,,,,,,,1,,5,TSL-B-15,5,20,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,0,5
,,254LL,M18,2.5,17.8,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.023/00,R.H.,S,114,17.8,,,,,,,,,,,1,,0,TSL-B-15,5,20,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,5,0
,,254LL,M18,2.5,17.8,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.023/00,L.H.,S,114,17.8,,,,,,,,,,,1,,0,TSL-B-15,5,20,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,5,0
,,254LL,M20,2.5,18.25,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.008/00,R.H.,L,114,18.25,,,,,,,,,,,1,,75,TSR-07-C,5,20,,,,,,,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,50,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,,75,0,0,75
,,254LL,M20,2.5,18.25,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.008/00,L.H.,L,114,18.25,,,,,,,,,,,1,,75,TSR-07-C,5,20,,,,,,,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,50,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,75,0,0,75,,75,0,0,75
,,254LL,M20,2.5,18.25,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.010/00,R.H.,M,114,18.25,,,,,,,,,,,1,,25,TSR-07-C,5,20,,,,,,,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,,25,0,0,25
,,254LL,M20,2.5,18.25,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.010/00,L.H.,M,114,18.25,,,,,,,,,,,1,,25,TSR-07-C,5,20,,,,,,,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,25,0,0,25,,25,0,0,25
,,254LL,M20,2.5,18.25,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.012/00,R.H.,S,114,18.25,,,,,,,,,,,1,,18,TSR-07-C,5,20,,,,,,,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,1,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,,18,0,0,18
,,254LL,M20,2.5,18.25,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.012/00,L.H.,S,114,18.25,,,,,,,,,,,1,,18,TSR-07-C,5,20,,,,,,,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,1,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,,18,0,0,18
,,254LL,M20,2.5,19.7,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.007/00,R.H.,L,114,19.7,,,,,,,,,,,1,,24,TSR-07-C,5,20,,,,,,,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,,24,0,0,24
,,254LL,M20,2.5,19.7,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.007/00,L.H.,L,114,19.7,,,,,,,,,,,1,,20,TSR-07-C,5,20,,,,,,,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,20,0,0,20,,20,0,0,20
,,254LL,M20,2.5,19.7,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.009/00,R.H.,M,114,19.7,,,,,,,,,,,1,,17,TSL-B-15,5,20,,,,,,,19,0,0,19,19,0,0,19,19,0,0,19,19,0,1,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,,18,0,1,17
,,254LL,M20,2.5,19.7,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.009/00,L.H.,M,114,19.7,,,,,,,,,,,1,,6,TSL-B-15,5,20,,,,,,,8,0,0,8,8,0,0,8,8,0,0,8,8,0,1,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,7,0,0,7,,7,0,1,6
,,254LL,M20,2.5,19.7,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.011/00,R.H.,S,114,19.7,,,,,,,,,,,1,,14,TSL-B-15,5,20,,,,,,,17,0,0,17,17,0,0,17,17,0,0,17,17,0,0,17,17,0,0,17,17,0,3,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,,14,0,0,14
,,254LL,M20,2.5,19.7,a,a,,,,,,,,,,,,,,,,,Cut Off,077,Transfer Fingers,T.05.0.077.011/00,L.H.,S,114,19.7,,,,,,,,,,,1,,14,TSL-B-15,5,20,,,,,,,17,0,0,17,17,0,0,17,17,0,0,17,17,0,0,17,17,0,0,17,17,0,3,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,14,0,0,14,,14,0,0,14
,,254LL,M24,3,21.9,a,a,,,,,,,,,,,,,,,,,Cut Off,078,Transfer Fingers,T.05.0.078.002/00,R.H.,L,114,21.9,,,,,,,,,,,1,,23,TSR-07-C,5,20,,,,,,,25,0,2,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,23,0,0,23,,23,0,0,23
